             version              nb_cpu                   N                   h                 N_t                 h_t        erreur_infty               temps
          2.00000000          1.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          2.00000000          2.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          2.00000000          4.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          2.00000000          6.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          2.00000000          8.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          3.00000000          1.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          3.00000000          2.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          3.00000000          4.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          3.00000000          6.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          3.00000000          8.00000000         10.00000000          0.10000000      99999.00000000          0.00001000          0.00299216                 nan
          4.00000000                 nan         10.00000000          0.10000000      99999.00000000          0.00001000          0.00303717                 nan
          5.00000000                 nan         10.00000000          0.10000000      99999.00000000          0.00001000          0.00302817                 nan
          1.00000000                 nan         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          2.00000000          1.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          2.00000000          2.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          2.00000000          4.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          2.00000000          6.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          2.00000000          8.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          3.00000000          1.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          3.00000000          2.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          3.00000000          4.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          3.00000000          6.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          3.00000000          8.00000000         20.00000000          0.05000000      10000.00000000          0.00010000          0.00039394                 nan
          4.00000000                 nan         20.00000000          0.05000000      10000.00000000          0.00010000          0.00084714                 nan
          5.00000000                 nan         20.00000000          0.05000000      10000.00000000          0.00010000          0.00075646                 nan
          1.00000000                 nan         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          2.00000000          1.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          2.00000000          2.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          2.00000000          4.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          2.00000000          6.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          2.00000000          8.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          3.00000000          1.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          3.00000000          2.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          3.00000000          4.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          3.00000000          6.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          3.00000000          8.00000000         20.00000000          0.05000000      20000.00000000          0.00005000          0.00057533                 nan
          4.00000000                 nan         20.00000000          0.05000000      20000.00000000          0.00005000          0.00080186                 nan
          5.00000000                 nan         20.00000000          0.05000000      20000.00000000          0.00005000          0.00075655                 nan
          1.00000000                 nan         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          2.00000000          1.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          2.00000000          2.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          2.00000000          4.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          2.00000000          6.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          2.00000000          8.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          3.00000000          1.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          3.00000000          2.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          3.00000000          4.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          3.00000000          6.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          3.00000000          8.00000000         20.00000000          0.05000000      49999.00000000          0.00002000          0.00068410                 nan
          4.00000000                 nan         20.00000000          0.05000000      49999.00000000          0.00002000          0.00077469                 nan
          5.00000000                 nan         20.00000000          0.05000000      49999.00000000          0.00002000          0.00075657                 nan
          1.00000000                 nan         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          2.00000000          1.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          2.00000000          2.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          2.00000000          4.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          2.00000000          6.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          2.00000000          8.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          3.00000000          1.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          3.00000000          2.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          3.00000000          4.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          3.00000000          6.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          3.00000000          8.00000000         20.00000000          0.05000000      99999.00000000          0.00001000          0.00072034                 nan
          4.00000000                 nan         20.00000000          0.05000000      99999.00000000          0.00001000          0.00076564                 nan
          5.00000000                 nan         20.00000000          0.05000000      99999.00000000          0.00001000          0.00075658                 nan
          1.00000000                 nan         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          2.00000000          1.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          2.00000000          2.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          2.00000000          4.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          2.00000000          6.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          2.00000000          8.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          3.00000000          1.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          3.00000000          2.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          3.00000000          4.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          3.00000000          6.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          3.00000000          8.00000000         50.00000000          0.02000000      10000.00000000          0.00010000          0.00024223                 nan
          4.00000000                 nan         50.00000000          0.02000000      10000.00000000          0.00010000          0.00021175                 nan
          5.00000000                 nan         50.00000000          0.02000000      10000.00000000          0.00010000          0.00012091                 nan
          1.00000000                 nan         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          2.00000000          1.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          2.00000000          2.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          2.00000000          4.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          2.00000000          6.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          2.00000000          8.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          3.00000000          1.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          3.00000000          2.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          3.00000000          4.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          3.00000000          6.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          3.00000000          8.00000000         50.00000000          0.02000000      20000.00000000          0.00005000          0.00006052                 nan
          4.00000000                 nan         50.00000000          0.02000000      20000.00000000          0.00005000          0.00016640                 nan
          5.00000000                 nan         50.00000000          0.02000000      20000.00000000          0.00005000          0.00012100                 nan
          1.00000000                 nan         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          2.00000000          1.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          2.00000000          2.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          2.00000000          4.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          2.00000000          6.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          2.00000000          8.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          3.00000000          1.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          3.00000000          2.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          3.00000000          4.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          3.00000000          6.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          3.00000000          8.00000000         50.00000000          0.02000000      49999.00000000          0.00002000          0.00004843                 nan
          4.00000000                 nan         50.00000000          0.02000000      49999.00000000          0.00002000          0.00013918                 nan
          5.00000000                 nan         50.00000000          0.02000000      49999.00000000          0.00002000          0.00012103                 nan
          1.00000000                 nan         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          2.00000000          1.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          2.00000000          2.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          2.00000000          4.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          2.00000000          6.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          2.00000000          8.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          3.00000000          1.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          3.00000000          2.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          3.00000000          4.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          3.00000000          6.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          3.00000000          8.00000000         50.00000000          0.02000000      99999.00000000          0.00001000          0.00008473                 nan
          4.00000000                 nan         50.00000000          0.02000000      99999.00000000          0.00001000          0.00013011                 nan
          5.00000000                 nan         50.00000000          0.02000000      99999.00000000          0.00001000          0.00012103                 nan
          1.00000000                 nan        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          2.00000000          1.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          2.00000000          2.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          2.00000000          4.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          2.00000000          6.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          2.00000000          8.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          3.00000000          1.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          3.00000000          2.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          3.00000000          4.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          3.00000000          6.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          3.00000000          8.00000000        100.00000000          0.01000000      10000.00000000          0.00010000                 inf                 nan
          4.00000000                 nan        100.00000000          0.01000000      10000.00000000          0.00010000          0.00012100                 nan
          5.00000000                 nan        100.00000000          0.01000000      10000.00000000          0.00010000          0.00003014                 nan
          1.00000000                 nan        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          2.00000000          1.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          2.00000000          2.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          2.00000000          4.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          2.00000000          6.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          2.00000000          8.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          3.00000000          1.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          3.00000000          2.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          3.00000000          4.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          3.00000000          6.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          3.00000000          8.00000000        100.00000000          0.01000000      20000.00000000          0.00005000                 inf                 nan
          4.00000000                 nan        100.00000000          0.01000000      20000.00000000          0.00005000          0.00007563                 nan
          5.00000000                 nan        100.00000000          0.01000000      20000.00000000          0.00005000          0.00003023                 nan
          1.00000000                 nan        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          2.00000000          1.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          2.00000000          2.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          2.00000000          4.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          2.00000000          6.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          2.00000000          8.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          3.00000000          1.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          3.00000000          2.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          3.00000000          4.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          3.00000000          6.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          3.00000000          8.00000000        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004237                 nan
          4.00000000                 nan        100.00000000          0.01000000      49999.00000000          0.00002000          0.00004841                 nan
          5.00000000                 nan        100.00000000          0.01000000      49999.00000000          0.00002000          0.00003025                 nan
          1.00000000                 nan        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          2.00000000          1.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          2.00000000          2.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          2.00000000          4.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          2.00000000          6.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          2.00000000          8.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          3.00000000          1.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          3.00000000          2.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          3.00000000          4.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          3.00000000          6.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          3.00000000          8.00000000        100.00000000          0.01000000      99999.00000000          0.00001000          0.00000605                 nan
          4.00000000                 nan        100.00000000          0.01000000      99999.00000000          0.00001000          0.00003933                 nan
          5.00000000                 nan        100.00000000          0.01000000      99999.00000000          0.00001000          0.00003026                 nan
          4.00000000                 nan         10.00000000          0.10000000         10.00000000          0.10000000          0.07806422                 nan
          5.00000000                 nan         10.00000000          0.10000000         10.00000000          0.10000000          0.12823316                 nan
          4.00000000                 nan         10.00000000          0.10000000         20.00000000          0.05000000          0.04388992                 nan
          5.00000000                 nan         10.00000000          0.10000000         20.00000000          0.05000000          0.02991663                 nan
          4.00000000                 nan         10.00000000          0.10000000         50.00000000          0.02000000          0.02032035                 nan
          5.00000000                 nan         10.00000000          0.10000000         50.00000000          0.02000000          0.00172461                 nan
          4.00000000                 nan         10.00000000          0.10000000        100.00000000          0.01000000          0.01184965                 nan
          5.00000000                 nan         10.00000000          0.10000000        100.00000000          0.01000000          0.00184806                 nan
          4.00000000                 nan         20.00000000          0.05000000         10.00000000          0.10000000          0.07623483                 nan
          5.00000000                 nan         20.00000000          0.05000000         10.00000000          0.10000000          0.13132032                 nan
          4.00000000                 nan         20.00000000          0.05000000         20.00000000          0.05000000          0.04186682                 nan
          5.00000000                 nan         20.00000000          0.05000000         20.00000000          0.05000000          0.03264415                 nan
          4.00000000                 nan         20.00000000          0.05000000         50.00000000          0.02000000          0.01815643                 nan
          5.00000000                 nan         20.00000000          0.05000000         50.00000000          0.02000000          0.00401811                 nan
          4.00000000                 nan         20.00000000          0.05000000        100.00000000          0.01000000          0.00963167                 nan
          5.00000000                 nan         20.00000000          0.05000000        100.00000000          0.01000000          0.00043801                 nan
          4.00000000                 nan         50.00000000          0.02000000         10.00000000          0.10000000          0.07572299                 nan
          5.00000000                 nan         50.00000000          0.02000000         10.00000000          0.10000000          0.13218408                 nan
          4.00000000                 nan         50.00000000          0.02000000         20.00000000          0.05000000          0.04130077                 nan
          5.00000000                 nan         50.00000000          0.02000000         20.00000000          0.05000000          0.03340828                 nan
          4.00000000                 nan         50.00000000          0.02000000         50.00000000          0.02000000          0.01755098                 nan
          5.00000000                 nan         50.00000000          0.02000000         50.00000000          0.02000000          0.00465941                 nan
          4.00000000                 nan         50.00000000          0.02000000        100.00000000          0.01000000          0.00901121                 nan
          5.00000000                 nan         50.00000000          0.02000000        100.00000000          0.01000000          0.00107767                 nan
          4.00000000                 nan        100.00000000          0.01000000         10.00000000          0.10000000          0.07564988                 nan
          5.00000000                 nan        100.00000000          0.01000000         10.00000000          0.10000000          0.13230744                 nan
          4.00000000                 nan        100.00000000          0.01000000         20.00000000          0.05000000          0.04121992                 nan
          5.00000000                 nan        100.00000000          0.01000000         20.00000000          0.05000000          0.03351745                 nan
          4.00000000                 nan        100.00000000          0.01000000         50.00000000          0.02000000          0.01746450                 nan
          5.00000000                 nan        100.00000000          0.01000000         50.00000000          0.02000000          0.00475100                 nan
          4.00000000                 nan        100.00000000          0.01000000        100.00000000          0.01000000          0.00892259                 nan
          5.00000000                 nan        100.00000000          0.01000000        100.00000000          0.01000000          0.00116903                 nan

             version              nb_cpu                   N                   h                 N_t                 h_t        erreur_infty               temps
          1.00000000                 nan        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         51.66673800
          2.00000000          1.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         51.94206200
          2.00000000          2.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         29.93495700
          2.00000000          4.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         20.38196900
          2.00000000          6.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         25.58152700
          2.00000000          8.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         21.82839800
          3.00000000          1.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         53.90564800
          3.00000000          2.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         31.84814300
          3.00000000          4.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         20.28690500
          3.00000000          6.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         31.47243400
          3.00000000          8.00000000        200.00000000          0.00500000     160000.00000000          0.00000625                 nan         30.29446600
          4.00000000                 nan        200.00000000          0.00500000        200.00000000          0.00500000                 nan          0.34823900
          5.00000000                 nan        200.00000000          0.00500000        200.00000000          0.00500000                 nan          0.32060200
          4.00000000                 nan        400.00000000          0.00250000        400.00000000          0.00250000                 nan          3.30571900
          5.00000000                 nan        400.00000000          0.00250000        400.00000000          0.00250000                 nan          3.15250900
          4.00000000                 nan        600.00000000          0.00166667        600.00000000          0.00166667                 nan         11.56834200
          5.00000000                 nan        600.00000000          0.00166667        600.00000000          0.00166667                 nan         11.24467800
          4.00000000                 nan        800.00000000          0.00125000        800.00000000          0.00125000                 nan         29.00669300
          5.00000000                 nan        800.00000000          0.00125000        800.00000000          0.00125000                 nan         27.27378700
          4.00000000                 nan       1000.00000000          0.00100000       1000.00000000          0.00100000                 nan         55.86363900
          5.00000000                 nan       1000.00000000          0.00100000       1000.00000000          0.00100000                 nan         55.24383100
          4.00000000                 nan       1200.00000000          0.00083333       1200.00000000          0.00083333                 nan         96.33410000
          5.00000000                 nan       1200.00000000          0.00083333       1200.00000000          0.00083333                 nan         95.18209500
          4.00000000                 nan       1400.00000000          0.00071429       1400.00000000          0.00071429                 nan        156.78222500
          5.00000000                 nan       1400.00000000          0.00071429       1400.00000000          0.00071429                 nan        152.04628000
